asset_id,timestamp,temperature_C,vibration_mm_s,oil_quality_index,runtime_hours,is_anomaly
Pump_B,2025-08-10 03:00:00,57.57,1.856,94.4,961.0,0
Pump_B,2025-08-10 04:00:00,59.25,1.697,97.0,964.1,0
Pump_B,2025-08-10 05:00:00,61.88,1.611,91.2,965.7,0
Pump_B,2025-08-10 06:00:00,63.5,1.957,92.2,967.1,0
Pump_B,2025-08-10 07:00:00,60.59,1.65,93.7,967.3,0
Pump_B,2025-08-10 08:00:00,65.52,1.113,91.3,969.1,0
Pump_B,2025-08-10 09:00:00,61.77,1.55,95.0,969.3,0
Pump_B,2025-08-10 10:00:00,55.55,0.528,94.6,968.1,0
Pump_B,2025-08-10 11:00:00,57.7,1.155,92.3,972.0,0
Pump_B,2025-08-10 12:00:00,63.76,1.353,94.4,972.5,0
Pump_B,2025-08-10 13:00:00,57.46,2.276,95.1,976.1,0
Pump_B,2025-08-10 14:00:00,53.38,1.133,90.8,972.7,0
Pump_B,2025-08-10 15:00:00,63.53,1.406,92.8,975.1,0
Pump_B,2025-08-10 16:00:00,63.74,0.905,96.8,976.4,0
Pump_B,2025-08-10 17:00:00,58.41,1.186,94.4,977.4,0
Pump_B,2025-08-10 18:00:00,58.92,0.556,90.9,978.1,0
Pump_B,2025-08-10 19:00:00,61.42,1.471,91.6,978.5,0
Pump_B,2025-08-10 20:00:00,60.65,1.733,91.3,979.8,0
Pump_B,2025-08-10 21:00:00,63.31,0.949,94.9,982.9,0
Pump_B,2025-08-10 22:00:00,62.6,1.369,95.6,982.6,0
Pump_B,2025-08-10 23:00:00,63.07,1.681,94.0,982.3,0
Pump_B,2025-08-11 00:00:00,66.44,1.603,84.2,983.1,0
Pump_B,2025-08-11 01:00:00,60.19,1.272,93.2,987.0,0
Pump_B,2025-08-11 02:00:00,61.48,1.033,93.6,988.9,0
Pump_B,2025-08-11 03:00:00,61.04,1.237,92.1,988.9,0
Pump_B,2025-08-11 04:00:00,67.01,1.215,98.7,989.6,0
Pump_B,2025-08-11 05:00:00,57.98,1.227,91.4,991.2,0
Pump_B,2025-08-11 06:00:00,62.99,1.915,92.5,987.5,0
Pump_B,2025-08-11 07:00:00,60.04,1.275,97.1,990.5,0
Pump_B,2025-08-11 08:00:00,62.78,1.275,94.6,991.3,0
Pump_B,2025-08-11 09:00:00,64.91,1.832,94.2,991.8,0
Pump_B,2025-08-11 10:00:00,57.84,1.528,93.9,994.4,0
Pump_B,2025-08-11 11:00:00,60.95,1.902,91.7,994.6,0
Pump_B,2025-08-11 12:00:00,63.82,1.605,94.1,996.5,0
Pump_B,2025-08-11 13:00:00,62.34,1.549,92.4,999.3,0
Pump_B,2025-08-11 14:00:00,59.1,2.421,91.1,996.6,0
Pump_B,2025-08-11 15:00:00,63.29,0.979,94.7,997.8,0
Pump_B,2025-08-11 16:00:00,53.08,1.632,93.1,1000.8,0
Pump_B,2025-08-11 17:00:00,65.07,1.331,93.9,1002.7,0
Pump_B,2025-08-11 18:00:00,66.54,1.275,93.8,1003.0,0
Pump_B,2025-08-11 19:00:00,53.33,1.668,89.9,1002.8,0
Pump_B,2025-08-11 20:00:00,66.69,1.219,94.9,1005.3,0
Pump_B,2025-08-11 21:00:00,57.94,0.318,92.3,1005.8,0
Pump_B,2025-08-11 22:00:00,68.71,2.187,93.7,1006.0,0
Pump_B,2025-08-11 23:00:00,57.36,0.896,95.4,1007.7,0
Pump_B,2025-08-12 00:00:00,71.53,1.485,94.3,1009.0,0
Pump_B,2025-08-12 01:00:00,57.94,1.505,92.3,1005.2,0
Pump_B,2025-08-12 02:00:00,62.59,1.849,91.0,1012.1,0
Pump_B,2025-08-12 03:00:00,62.47,1.49,93.5,1012.3,0
Pump_B,2025-08-12 04:00:00,56.28,1.074,90.6,1013.1,0
Pump_B,2025-08-12 05:00:00,67.65,1.258,96.6,1014.3,0
Pump_B,2025-08-12 06:00:00,60.43,0.759,94.1,1014.9,0
Pump_B,2025-08-12 07:00:00,62.48,1.863,85.3,1016.0,0
Pump_B,2025-08-12 08:00:00,58.64,1.106,92.6,1017.7,0
Pump_B,2025-08-12 09:00:00,58.71,1.332,92.2,1016.9,0
Pump_B,2025-08-12 10:00:00,53.27,1.414,91.0,1017.8,0
Pump_B,2025-08-12 11:00:00,53.43,1.78,94.1,1017.7,0
Pump_B,2025-08-12 12:00:00,58.84,1.995,93.9,1019.5,0
Pump_B,2025-08-12 13:00:00,61.17,0.819,89.8,1022.0,0
Pump_B,2025-08-12 14:00:00,56.04,2.102,94.4,1022.3,0
Pump_B,2025-08-12 15:00:00,59.91,1.186,91.2,1023.5,0
Pump_B,2025-08-12 16:00:00,55.02,1.376,92.8,1024.8,0
Pump_B,2025-08-12 17:00:00,62.7,1.943,91.9,1023.9,0
Pump_B,2025-08-12 18:00:00,62.77,1.604,92.6,1027.3,0
Pump_B,2025-08-12 19:00:00,62.78,1.037,91.6,1028.4,0
Pump_B,2025-08-12 20:00:00,56.6,1.332,95.3,1029.2,0
Pump_B,2025-08-12 21:00:00,61.34,3.395,91.5,1030.6,0
Pump_B,2025-08-12 22:00:00,59.25,1.725,96.7,1032.0,0
Pump_B,2025-08-12 23:00:00,49.13,1.631,93.6,1031.5,0
Pump_B,2025-08-13 00:00:00,55.69,2.037,91.3,1029.6,0
Pump_B,2025-08-13 01:00:00,57.08,1.724,92.8,1030.6,0
Pump_B,2025-08-13 02:00:00,59.04,1.284,95.0,1033.5,0
Pump_B,2025-08-13 03:00:00,61.23,1.462,92.1,1038.1,0
Pump_B,2025-08-13 04:00:00,60.27,1.847,91.5,1036.6,0
Pump_B,2025-08-13 05:00:00,64.01,1.278,92.5,1037.6,0
Pump_B,2025-08-13 06:00:00,60.03,1.314,94.2,1039.7,0
Pump_B,2025-08-13 07:00:00,64.59,1.001,95.2,1039.2,0
Pump_B,2025-08-13 08:00:00,63.05,1.448,92.0,1040.6,0
Pump_B,2025-08-13 09:00:00,62.19,0.572,93.0,1040.0,0
Pump_B,2025-08-13 10:00:00,62.89,1.468,86.8,1039.7,0
Pump_B,2025-08-13 11:00:00,57.68,1.378,95.6,1042.1,0
Pump_B,2025-08-13 12:00:00,60.6,1.75,94.0,1044.5,0
Pump_B,2025-08-13 13:00:00,60.22,1.048,90.0,1044.5,0
Pump_B,2025-08-13 14:00:00,59.55,2.368,91.4,1046.1,0
Pump_B,2025-08-13 15:00:00,55.27,2.087,92.0,1048.5,0
Pump_B,2025-08-13 16:00:00,57.83,1.519,97.3,1050.2,0
Pump_B,2025-08-13 17:00:00,60.06,1.623,92.3,1049.6,0
Pump_B,2025-08-13 18:00:00,66.32,1.211,92.7,1051.6,0
Pump_B,2025-08-13 19:00:00,54.39,1.273,90.2,1050.9,0
Pump_B,2025-08-13 20:00:00,60.03,1.966,88.8,1051.3,0
Pump_B,2025-08-13 21:00:00,57.37,1.092,92.2,1052.4,0
Pump_B,2025-08-13 22:00:00,60.13,1.066,89.7,1054.1,0
Pump_B,2025-08-13 23:00:00,65.44,1.629,96.8,1056.1,0
Pump_B,2025-08-14 00:00:00,60.91,1.46,92.4,1055.7,0
Pump_B,2025-08-14 01:00:00,63.03,1.839,91.8,1059.3,0
Pump_B,2025-08-14 02:00:00,62.78,1.37,95.1,1057.0,0
Pump_B,2025-08-14 03:00:00,58.71,1.393,94.3,1058.9,0
Pump_B,2025-08-14 04:00:00,62.61,1.914,90.8,1060.5,0
Pump_B,2025-08-14 05:00:00,56.18,1.468,93.0,1060.9,0
Pump_B,2025-08-14 06:00:00,59.3,1.263,93.6,1060.1,0
Pump_B,2025-08-14 07:00:00,64.52,1.359,93.5,1063.8,0
Pump_B,2025-08-14 08:00:00,57.6,1.729,94.9,1065.4,0
Pump_B,2025-08-14 09:00:00,69.81,1.197,91.3,1065.4,0
Pump_B,2025-08-14 10:00:00,59.97,1.512,96.7,1065.1,0
Pump_B,2025-08-14 11:00:00,63.39,1.198,94.1,1068.9,0
Pump_B,2025-08-14 12:00:00,61.09,1.614,93.2,1066.5,0
Pump_B,2025-08-14 13:00:00,59.65,1.781,92.1,1069.4,0
Pump_B,2025-08-14 14:00:00,61.1,1.269,96.2,1068.8,0
Pump_B,2025-08-14 15:00:00,66.62,1.35,93.9,1073.0,0
Pump_B,2025-08-14 16:00:00,63.98,1.184,91.5,1073.5,0
Pump_B,2025-08-14 17:00:00,53.86,1.067,94.9,1072.9,0
Pump_B,2025-08-14 18:00:00,63.12,1.305,94.5,1072.3,0
Pump_B,2025-08-14 19:00:00,61.99,1.954,91.7,1073.1,0
Pump_B,2025-08-14 20:00:00,56.64,1.459,91.9,1077.3,0
Pump_B,2025-08-14 21:00:00,67.5,0.992,95.6,1076.6,0
Pump_B,2025-08-14 22:00:00,52.3,0.983,91.8,1077.5,0
Pump_B,2025-08-14 23:00:00,59.65,1.303,98.4,1076.3,0
Pump_B,2025-08-15 00:00:00,51.45,1.451,93.5,1081.0,0
Pump_B,2025-08-15 01:00:00,57.88,1.105,95.1,1080.2,0
Pump_B,2025-08-15 02:00:00,55.83,1.497,94.0,1082.1,0
Pump_B,2025-08-15 03:00:00,57.29,1.275,92.4,1082.0,0
Pump_B,2025-08-15 04:00:00,62.64,1.599,95.3,1084.5,0
Pump_B,2025-08-15 05:00:00,59.06,1.138,90.7,1083.6,0
Pump_B,2025-08-15 06:00:00,57.86,1.122,93.5,1084.2,0
Pump_B,2025-08-15 07:00:00,55.99,0.573,94.1,1087.5,0
Pump_B,2025-08-15 08:00:00,63.41,1.517,88.1,1087.9,0
Pump_B,2025-08-15 09:00:00,60.57,0.805,94.1,1091.3,0
Pump_B,2025-08-15 10:00:00,61.38,1.627,89.4,1089.5,0
Pump_B,2025-08-15 11:00:00,57.02,0.995,93.7,1088.1,0
Pump_B,2025-08-15 12:00:00,68.17,1.114,92.6,1089.9,0
Pump_B,2025-08-15 13:00:00,58.81,1.895,93.5,1095.3,0
Pump_B,2025-08-15 14:00:00,65.58,1.08,97.4,1095.4,0
Pump_B,2025-08-15 15:00:00,63.81,1.807,92.6,1095.7,0
Pump_B,2025-08-15 16:00:00,61.07,1.802,92.9,1097.1,0
Pump_B,2025-08-15 17:00:00,55.85,1.282,93.1,1096.6,0
Pump_B,2025-08-15 18:00:00,61.11,1.415,93.6,1097.5,0
Pump_B,2025-08-15 19:00:00,53.74,2.209,94.1,1098.8,0
Pump_B,2025-08-15 20:00:00,55.46,1.597,96.7,1099.4,0
Pump_B,2025-08-15 21:00:00,62.13,0.984,93.2,1099.8,0
Pump_B,2025-08-15 22:00:00,57.41,0.88,91.8,1102.8,0
Pump_B,2025-08-15 23:00:00,59.33,1.051,92.0,1102.9,0
Pump_B,2025-08-16 00:00:00,65.53,2.289,91.4,1103.5,0
Pump_B,2025-08-16 01:00:00,65.03,1.905,94.7,1107.8,0
Pump_B,2025-08-16 02:00:00,62.24,1.962,92.8,1103.7,0
Pump_B,2025-08-16 03:00:00,64.55,1.417,93.4,1109.5,0
Pump_B,2025-08-16 04:00:00,67.18,1.306,90.1,1110.1,0
Pump_B,2025-08-16 05:00:00,59.32,1.658,93.2,1110.8,0
Pump_B,2025-08-16 06:00:00,66.36,1.344,95.0,1108.2,0
Pump_B,2025-08-16 07:00:00,60.92,1.104,92.6,1109.1,0
Pump_B,2025-08-16 08:00:00,60.63,1.024,95.0,1112.0,0
Pump_B,2025-08-16 09:00:00,56.21,1.871,94.8,1113.7,0
Pump_B,2025-08-16 10:00:00,56.29,1.604,93.0,1115.1,0
Pump_B,2025-08-16 11:00:00,63.43,1.89,93.1,1114.8,0
Pump_B,2025-08-16 12:00:00,60.43,1.361,94.3,1116.4,0
Pump_B,2025-08-16 13:00:00,62.64,2.286,93.5,1118.1,0
Pump_B,2025-08-16 14:00:00,67.27,1.088,93.5,1120.2,0
Pump_B,2025-08-16 15:00:00,70.06,1.079,93.2,1120.5,0
Pump_B,2025-08-16 16:00:00,66.25,1.944,95.3,1121.1,0
Pump_B,2025-08-16 17:00:00,57.43,1.751,93.7,1120.0,0
Pump_B,2025-08-16 18:00:00,59.15,1.442,94.0,1122.0,0
Pump_B,2025-08-16 19:00:00,70.88,1.665,90.8,1122.1,0
Pump_B,2025-08-16 20:00:00,63.25,1.171,93.9,1122.3,0
Pump_B,2025-08-16 21:00:00,59.94,1.52,94.9,1126.4,0
Pump_B,2025-08-16 22:00:00,61.45,1.705,96.1,1128.1,0
Pump_B,2025-08-16 23:00:00,62.53,0.797,92.0,1131.4,0
Pump_B,2025-08-17 00:00:00,62.38,1.098,92.3,1126.3,0
Pump_B,2025-08-17 01:00:00,63.21,1.275,93.3,1129.5,0
Pump_B,2025-08-17 02:00:00,59.5,1.758,96.3,1131.3,0
Pump_B,2025-08-17 03:00:00,60.45,1.248,92.4,1129.3,0
Pump_B,2025-08-17 04:00:00,65.39,2.08,93.2,1132.2,0
Pump_B,2025-08-17 05:00:00,66.33,1.527,94.4,1136.3,0
Pump_B,2025-08-17 06:00:00,53.85,1.772,90.7,1132.9,0
Pump_B,2025-08-17 07:00:00,65.72,1.841,90.9,1135.2,0
Pump_B,2025-08-17 08:00:00,61.23,1.602,94.4,1136.3,0
Pump_B,2025-08-17 09:00:00,55.71,1.031,93.4,1135.6,0
Pump_B,2025-08-17 10:00:00,64.47,2.031,93.3,1135.4,0
Pump_B,2025-08-17 11:00:00,58.99,2.148,93.5,1138.2,0
Pump_B,2025-08-17 12:00:00,68.2,1.462,93.3,1138.3,0
Pump_B,2025-08-17 13:00:00,61.22,1.806,94.7,1140.2,0
Pump_B,2025-08-17 14:00:00,57.64,1.212,92.4,1142.3,0
Pump_B,2025-08-17 15:00:00,55.01,1.744,92.8,1142.8,0
Pump_B,2025-08-17 16:00:00,57.85,1.495,94.0,1142.6,0
Pump_B,2025-08-17 17:00:00,68.88,1.309,92.5,1145.9,0
Pump_B,2025-08-17 18:00:00,66.95,1.845,92.4,1147.9,0
Pump_B,2025-08-17 19:00:00,64.66,1.622,91.2,1148.3,0
Pump_B,2025-08-17 20:00:00,59.99,1.182,89.2,1148.3,0
Pump_B,2025-08-17 21:00:00,65.74,2.126,90.8,1149.4,0
Pump_B,2025-08-17 22:00:00,55.7,1.655,90.0,1150.6,0
Pump_B,2025-08-17 23:00:00,54.5,1.24,92.3,1152.6,0
Pump_B,2025-08-18 00:00:00,69.56,1.735,96.2,1152.9,0
Pump_B,2025-08-18 01:00:00,67.16,1.092,92.4,1154.1,0
Pump_B,2025-08-18 02:00:00,67.1,1.403,94.8,1155.2,0
Pump_B,2025-08-18 03:00:00,63.31,1.812,93.8,1154.8,0
Pump_B,2025-08-18 04:00:00,67.68,1.058,93.6,1155.3,0
Pump_B,2025-08-18 05:00:00,64.81,1.348,89.3,1153.0,0
Pump_B,2025-08-18 06:00:00,59.37,1.921,92.7,1157.3,0
Pump_B,2025-08-18 07:00:00,60.19,1.25,92.9,1156.8,0
Pump_B,2025-08-18 08:00:00,61.06,1.17,84.3,1160.2,0
Pump_B,2025-08-18 09:00:00,64.02,1.509,90.8,1160.3,0
Pump_B,2025-08-18 10:00:00,59.88,1.831,92.7,1160.2,0
Pump_B,2025-08-18 11:00:00,62.84,1.178,93.0,1162.8,0
Pump_B,2025-08-18 12:00:00,56.19,1.047,91.6,1162.0,0
Pump_B,2025-08-18 13:00:00,57.86,1.88,92.7,1166.2,0
Pump_B,2025-08-18 14:00:00,60.32,1.085,92.8,1164.6,0
Pump_B,2025-08-18 15:00:00,58.08,1.527,93.4,1167.9,0
Pump_B,2025-08-18 16:00:00,62.77,1.817,95.5,1166.0,0
Pump_B,2025-08-18 17:00:00,63.43,1.655,90.5,1170.0,0
Pump_B,2025-08-18 18:00:00,55.41,1.762,95.2,1167.8,0
Pump_B,2025-08-18 19:00:00,63.78,1.441,92.9,1170.9,0
Pump_B,2025-08-18 20:00:00,62.68,1.617,95.2,1172.7,0
Pump_B,2025-08-18 21:00:00,56.88,1.462,91.8,1171.5,0
Pump_B,2025-08-18 22:00:00,60.97,2.299,92.4,1175.4,0
Pump_B,2025-08-18 23:00:00,56.45,2.077,95.3,1175.7,0
Pump_B,2025-08-19 00:00:00,62.15,1.198,96.1,1174.2,0
Pump_B,2025-08-19 01:00:00,55.06,4.066,94.8,1175.4,1
Pump_B,2025-08-19 02:00:00,61.88,1.86,94.4,1178.8,0
Pump_B,2025-08-19 03:00:00,55.22,1.869,96.1,1180.3,0
Pump_B,2025-08-19 04:00:00,63.84,1.364,91.4,1178.4,0
Pump_B,2025-08-19 05:00:00,57.77,0.749,94.8,1181.2,0
Pump_B,2025-08-19 06:00:00,60.6,1.632,92.6,1181.7,0
Pump_B,2025-08-19 07:00:00,63.2,1.411,93.7,1184.5,0
Pump_B,2025-08-19 08:00:00,68.89,2.146,91.9,1184.8,0
Pump_B,2025-08-19 09:00:00,64.2,1.449,91.3,1184.4,0
Pump_B,2025-08-19 10:00:00,58.33,1.678,91.9,1185.0,0
Pump_B,2025-08-19 11:00:00,55.23,1.704,96.3,1189.2,0
Pump_B,2025-08-19 12:00:00,60.97,1.486,91.3,1187.0,0
Pump_B,2025-08-19 13:00:00,72.26,1.421,82.5,1187.4,0
Pump_B,2025-08-19 14:00:00,51.96,1.198,93.8,1190.3,0
Pump_B,2025-08-19 15:00:00,59.51,1.65,94.1,1190.1,0
Pump_B,2025-08-19 16:00:00,54.88,1.066,94.1,1191.7,0
Pump_B,2025-08-19 17:00:00,60.12,1.749,91.6,1191.1,0
Pump_B,2025-08-19 18:00:00,67.01,1.348,90.8,1196.0,0
Pump_B,2025-08-19 19:00:00,66.82,1.678,95.9,1198.8,0
Pump_B,2025-08-19 20:00:00,68.2,0.883,94.7,1194.5,0
Pump_B,2025-08-19 21:00:00,57.9,0.941,92.8,1196.5,0
Pump_B,2025-08-19 22:00:00,56.99,1.282,93.3,1199.6,0
Pump_B,2025-08-19 23:00:00,61.22,1.411,91.0,1199.9,0
Pump_B,2025-08-20 00:00:00,64.43,1.193,95.2,1198.6,0
Pump_B,2025-08-20 01:00:00,61.66,1.731,92.1,1201.8,0
Pump_B,2025-08-20 02:00:00,64.68,0.965,92.0,1204.4,0
Pump_B,2025-08-20 03:00:00,54.91,2.058,90.7,1203.9,0
Pump_B,2025-08-20 04:00:00,65.58,1.699,93.5,1203.1,0
Pump_B,2025-08-20 05:00:00,56.7,1.288,92.7,1202.8,0
Pump_B,2025-08-20 06:00:00,51.96,1.006,94.8,1203.6,0
Pump_B,2025-08-20 07:00:00,63.64,4.261,91.6,1207.9,1
Pump_B,2025-08-20 08:00:00,66.93,2.328,87.0,1210.4,0
Pump_B,2025-08-20 09:00:00,59.69,1.504,94.4,1207.4,0
Pump_B,2025-08-20 10:00:00,54.42,1.047,92.5,1211.9,0
Pump_B,2025-08-20 11:00:00,58.41,1.267,90.9,1209.8,0
Pump_B,2025-08-20 12:00:00,64.17,1.559,93.8,1212.6,0
Pump_B,2025-08-20 13:00:00,56.37,1.526,96.0,1212.4,0
Pump_B,2025-08-20 14:00:00,60.39,1.902,92.9,1213.7,0
Pump_B,2025-08-20 15:00:00,61.97,1.506,93.2,1211.6,0
Pump_B,2025-08-20 16:00:00,71.88,1.961,96.4,1216.5,0
Pump_B,2025-08-20 17:00:00,64.13,2.196,96.5,1216.2,0
Pump_B,2025-08-20 18:00:00,54.06,1.419,90.2,1218.0,0
Pump_B,2025-08-20 19:00:00,66.87,1.945,95.0,1218.9,0
Pump_B,2025-08-20 20:00:00,56.16,1.097,93.2,1221.8,0
Pump_B,2025-08-20 21:00:00,61.89,1.471,93.2,1221.7,0
Pump_B,2025-08-20 22:00:00,67.52,1.427,92.6,1222.0,0
Pump_B,2025-08-20 23:00:00,60.7,1.51,94.3,1222.1,0
Pump_B,2025-08-21 00:00:00,54.64,1.63,93.7,1228.6,0
Pump_B,2025-08-21 01:00:00,62.25,1.111,94.6,1223.5,0
Pump_B,2025-08-21 02:00:00,55.41,1.427,95.0,1225.9,0
Pump_B,2025-08-21 03:00:00,57.71,1.296,90.3,1226.3,0
Pump_B,2025-08-21 04:00:00,59.73,1.511,88.8,1230.7,0
Pump_B,2025-08-21 05:00:00,65.2,1.589,94.0,1229.9,0
Pump_B,2025-08-21 06:00:00,57.35,1.734,93.5,1228.8,0
Pump_B,2025-08-21 07:00:00,61.43,1.625,94.1,1231.5,0
Pump_B,2025-08-21 08:00:00,63.48,1.616,89.2,1233.0,0
Pump_B,2025-08-21 09:00:00,59.68,1.788,96.2,1232.8,0
Pump_B,2025-08-21 10:00:00,63.33,1.277,92.2,1234.7,0
Pump_B,2025-08-21 11:00:00,62.02,1.71,95.2,1234.4,0
Pump_B,2025-08-21 12:00:00,73.19,2.572,93.6,1235.4,0
Pump_B,2025-08-21 13:00:00,55.18,1.235,94.1,1237.8,0
Pump_B,2025-08-21 14:00:00,80.06,2.352,91.6,1237.1,0
Pump_B,2025-08-21 15:00:00,60.24,2.02,95.3,1238.1,0
Pump_B,2025-08-21 16:00:00,63.83,1.869,94.7,1239.3,0
Pump_B,2025-08-21 17:00:00,59.36,1.423,93.8,1241.8,0
Pump_B,2025-08-21 18:00:00,71.32,1.149,96.0,1242.8,0
Pump_B,2025-08-21 19:00:00,58.06,1.85,94.8,1243.8,0
Pump_B,2025-08-21 20:00:00,63.44,2.004,97.1,1247.8,0
Pump_B,2025-08-21 21:00:00,55.44,1.521,92.8,1246.7,0
Pump_B,2025-08-21 22:00:00,60.16,1.198,93.9,1245.9,0
Pump_B,2025-08-21 23:00:00,58.03,1.561,92.8,1246.7,0
Pump_B,2025-08-22 00:00:00,58.2,1.891,92.0,1248.4,0
Pump_B,2025-08-22 01:00:00,70.05,1.381,92.8,1249.1,0
Pump_B,2025-08-22 02:00:00,61.38,2.154,94.7,1247.7,0
Pump_B,2025-08-22 03:00:00,63.87,1.776,95.2,1250.1,0
Pump_B,2025-08-22 04:00:00,58.35,3.889,95.5,1251.4,0
Pump_B,2025-08-22 05:00:00,70.78,1.626,95.4,1255.7,0
Pump_B,2025-08-22 06:00:00,66.2,1.429,92.0,1253.9,0
Pump_B,2025-08-22 07:00:00,56.94,1.049,92.3,1255.4,0
Pump_B,2025-08-22 08:00:00,64.74,1.458,93.8,1256.0,0
Pump_B,2025-08-22 09:00:00,58.47,1.645,92.5,1256.1,0
Pump_B,2025-08-22 10:00:00,51.47,1.202,92.7,1257.7,0
Pump_B,2025-08-22 11:00:00,67.52,1.181,91.5,1258.6,0
Pump_B,2025-08-22 12:00:00,64.75,1.939,91.3,1262.9,0
Pump_B,2025-08-22 13:00:00,62.32,1.465,91.2,1258.4,0
Pump_B,2025-08-22 14:00:00,62.6,1.413,96.7,1261.1,0
Pump_B,2025-08-22 15:00:00,60.49,1.51,91.3,1263.1,0
Pump_B,2025-08-22 16:00:00,55.17,1.582,92.7,1264.0,0
Pump_B,2025-08-22 17:00:00,67.18,1.928,91.3,1266.2,0
Pump_B,2025-08-22 18:00:00,62.75,1.862,96.6,1267.0,0
Pump_B,2025-08-22 19:00:00,53.35,1.413,95.3,1266.3,0
Pump_B,2025-08-22 20:00:00,74.12,1.148,93.5,1267.6,0
Pump_B,2025-08-22 21:00:00,61.4,1.252,94.9,1266.9,0
Pump_B,2025-08-22 22:00:00,61.41,1.641,94.8,1269.7,0
Pump_B,2025-08-22 23:00:00,51.52,1.757,94.0,1272.2,0
Pump_B,2025-08-23 00:00:00,60.22,2.009,90.8,1271.0,0
Pump_B,2025-08-23 01:00:00,59.61,1.535,94.3,1271.9,0
Pump_B,2025-08-23 02:00:00,63.54,0.933,93.9,1273.7,0
Pump_B,2025-08-23 03:00:00,62.41,1.652,89.9,1277.3,0
Pump_B,2025-08-23 04:00:00,61.31,1.297,91.3,1273.8,0
Pump_B,2025-08-23 05:00:00,55.7,2.382,94.1,1275.3,0
Pump_B,2025-08-23 06:00:00,61.09,1.247,93.0,1276.3,0
Pump_B,2025-08-23 07:00:00,66.32,1.333,90.0,1281.0,0
Pump_B,2025-08-23 08:00:00,63.45,2.169,93.0,1280.4,0
Pump_B,2025-08-23 09:00:00,60.97,2.277,96.6,1283.4,0
Pump_B,2025-08-23 10:00:00,64.48,1.703,90.7,1282.4,0
Pump_B,2025-08-23 11:00:00,59.04,1.308,95.2,1280.9,0
Pump_B,2025-08-23 12:00:00,63.11,1.791,89.7,1281.3,0
Pump_B,2025-08-23 13:00:00,65.88,2.275,90.8,1285.8,0
Pump_B,2025-08-23 14:00:00,67.49,1.702,90.4,1288.6,0
Pump_B,2025-08-23 15:00:00,61.29,2.103,93.1,1286.9,0
Pump_B,2025-08-23 16:00:00,66.6,1.683,93.5,1288.2,0
Pump_B,2025-08-23 17:00:00,65.51,1.343,94.0,1288.0,0
Pump_B,2025-08-23 18:00:00,59.47,2.138,93.4,1290.4,0
Pump_B,2025-08-23 19:00:00,63.68,0.434,92.0,1290.1,0
Pump_B,2025-08-23 20:00:00,59.23,1.681,92.9,1292.0,0
Pump_B,2025-08-23 21:00:00,69.05,1.451,92.5,1294.4,0
Pump_B,2025-08-23 22:00:00,68.99,1.53,95.1,1296.6,0
Pump_B,2025-08-23 23:00:00,61.24,1.706,92.2,1296.9,0
Pump_B,2025-08-24 00:00:00,56.24,1.733,92.9,1296.5,0
Pump_B,2025-08-24 01:00:00,65.47,2.162,94.2,1293.3,0
Pump_B,2025-08-24 02:00:00,60.96,2.118,91.3,1298.3,0
Pump_B,2025-08-24 03:00:00,64.08,1.336,93.1,1299.4,0
Pump_B,2025-08-24 04:00:00,61.27,1.296,96.8,1299.7,0
Pump_B,2025-08-24 05:00:00,67.78,1.612,92.3,1301.1,0
Pump_B,2025-08-24 06:00:00,64.12,1.745,93.7,1306.3,0
Pump_B,2025-08-24 07:00:00,74.51,1.441,91.9,1301.7,0
Pump_B,2025-08-24 08:00:00,53.7,1.439,91.4,1299.9,0
Pump_B,2025-08-24 09:00:00,65.98,2.071,91.3,1303.7,0
Pump_B,2025-08-24 10:00:00,67.43,1.906,90.5,1303.6,0
Pump_B,2025-08-24 11:00:00,65.38,1.674,93.2,1307.9,0
Pump_B,2025-08-24 12:00:00,58.85,1.145,91.7,1309.0,0
Pump_B,2025-08-24 13:00:00,53.62,1.63,92.9,1307.2,0
Pump_B,2025-08-24 14:00:00,68.19,1.368,93.1,1311.3,0
Pump_B,2025-08-24 15:00:00,59.71,2.008,93.6,1309.6,0
Pump_B,2025-08-24 16:00:00,58.54,2.332,92.6,1310.6,0
Pump_B,2025-08-24 17:00:00,62.63,1.545,94.2,1310.5,0
Pump_B,2025-08-24 18:00:00,64.58,1.408,92.1,1313.8,0
Pump_B,2025-08-24 19:00:00,60.72,1.379,92.3,1316.0,0
Pump_B,2025-08-24 20:00:00,65.53,1.677,91.1,1315.0,0
Pump_B,2025-08-24 21:00:00,64.48,1.899,92.4,1318.4,0
Pump_B,2025-08-24 22:00:00,59.99,1.428,95.8,1318.3,0
Pump_B,2025-08-24 23:00:00,64.16,1.987,94.6,1317.2,0
Pump_B,2025-08-25 00:00:00,63.21,1.085,94.5,1318.4,0
Pump_B,2025-08-25 01:00:00,66.48,0.996,92.5,1321.7,0
Pump_B,2025-08-25 02:00:00,56.52,1.695,92.2,1323.2,0
Pump_B,2025-08-25 03:00:00,60.37,1.896,95.3,1319.4,0
Pump_B,2025-08-25 04:00:00,63.21,1.296,93.3,1326.6,0
Pump_B,2025-08-25 05:00:00,57.11,1.802,93.2,1324.5,0
Pump_B,2025-08-25 06:00:00,55.74,1.624,91.5,1326.8,0
Pump_B,2025-08-25 07:00:00,64.08,1.656,92.9,1325.0,0
Pump_B,2025-08-25 08:00:00,68.57,1.506,93.9,1328.2,0
Pump_B,2025-08-25 09:00:00,65.56,1.617,92.7,1328.7,0
Pump_B,2025-08-25 10:00:00,64.41,2.059,91.7,1332.1,0
